NPersonal,estadoFinalizado,calificacion,puntaje,IDCurso
3479459,1,Apto,84.0,CME0290
3482847,1,Apto,90.0,HME0390
3479445,1,Apto,90.0,HME0390
3482894,1,Apto,100.0,HME2102
3484587,1,Apto,90.0,HME2102
3484033,1,Apto,100.0,HME2102
3477873,1,Apto,100.0,HME2102
3482577,1,Apto,95.0,HME2102
3479002,1,Apto,100.0,HME2102
3484056,1,Apto,100.0,HME2102
3484096,1,Apto,90.0,HME2102
3484067,1,Apto,90.0,HME2102
3479202,1,Apto,100.0,HME0088
3479189,1,Apto,85.0,HME1354
3481247,1,Apto,85.0,HME1354
3479445,1,Apto,80.0,HME1354
3481247,1,No apto,30.0,HME1354
3480184,1,Apto,90.0,HME0073
3481247,1,,0.0,HME2072
3481247,1,Apto,70.0,HME2072
3484067,1,Apto,93.0,HME2072
3484587,1,Apto,87.0,HME2072
3483833,1,Apto,93.0,HME2072
3483834,1,Apto,90.0,HME2072
3484033,1,Apto,87.0,HME2072
3484056,1,Apto,90.0,HME2072
3480184,1,Apto,98.0,HME0928
3484397,1,,0.0,Course Number
3483833,1,,0.0,Course Number
3477873,1,,0.0,Course Number
3488758,1,,0.0,Course Number
3484067,1,,0.0,Course Number
3485764,1,,0.0,Course Number
3482354,0,,0.0,Course Number
3480201,1,,0.0,Course Number
3479445,1,,0.0,Course Number
3479445,1,,0.0,Course Number
3479514,1,,0.0,Course Number
3481217,1,,0.0,Course Number
3483814,0,,0.0,Course Number
3483814,1,,0.0,Course Number
3481247,1,,0.0,Course Number
3479131,0,,0.0,Course Number
3482894,1,,0.0,Course Number
3479002,1,,0.0,Course Number
3477848,1,,0.0,Course Number
3484134,1,,0.0,Course Number
3478962,1,,0.0,Course Number
3479459,1,,0.0,Course Number
3479459,1,,0.0,Course Number
3480579,1,,0.0,Course Number
3483834,1,,0.0,Course Number
3482577,1,,0.0,Course Number
3482577,1,,0.0,Course Number
3483814,1,Apto,91.0,CME0020
3482308,1,Apto,93.0,CME0020
3479511,1,Apto,93.0,CME0020
3481099,1,Apto,80.0,MU13
3483833,0,,0.0,ITPT0132
3479202,1,Apto,100.0,ITPT0114
3480123,1,Apto,100.0,ITPT0129
3479202,1,Apto,100.0,ITPT0015
3483833,1,Apto,90.0,ITPT0138
3484056,1,Apto,95.0,HME0199
3484067,1,Apto,95.0,HME0199
3484587,1,Apto,95.0,HME0199
3484033,1,Apto,85.0,HME0199
3484096,1,Apto,90.0,HME0199
3477873,1,Apto,80.0,HME0199
3479002,1,Apto,100.0,HME0199
3485764,1,Apto,70.0,HME2050
3477848,1,Apto,80.0,HME2050
3484397,1,Apto,100.0,HME2050
3481217,1,Apto,100.0,CPR0051
3482308,1,Apto,100.0,CPR0051
3479511,1,Apto,100.0,CPR0051
3479131,1,Apto,100.0,CPR0051
3479009,1,Apto,83.0,CPR0051
3483814,1,Apto,98.0,CPR0051
3482894,1,Apto,90.0,HME0925
3484587,1,Apto,85.0,HME0925
3484056,1,Apto,100.0,HME0925
3484033,1,Apto,100.0,HME0925
3477873,1,Apto,100.0,HME0925
3479002,1,Apto,100.0,HME0925
3488758,1,Apto,100.0,CE002
3484067,1,Apto,100.0,CE002
3479261,1,Apto,80.0,CE002
3482863,1,Apto,100.0,CE002
3482354,1,Apto,100.0,CE002
3485764,0,,0.0,CE002
3479514,1,Apto,95.0,CE002
3481217,1,Apto,100.0,CE002
3485764,1,Apto,100.0,CE002
3482894,1,Apto,100.0,CE002
3480944,1,Apto,85.0,CE002
3484207,1,Apto,85.0,CE002
3484056,1,Apto,100.0,CE002
3484033,1,Apto,100.0,CE002
3482308,1,Apto,85.0,CE002
3484134,1,Apto,100.0,CE002
3483834,1,Apto,100.0,CE002
3482703,1,Apto,100.0,CE002
3479189,1,Apto,100.0,CE002
3483156,1,Apto,100.0,CE002
3477878,1,Apto,95.0,CE002
3484098,1,Apto,100.0,CE002
3481104,1,Apto,90.0,CE002
3484035,1,Apto,100.0,CE002
3481099,1,Apto,70.0,CE002
3479266,1,Apto,100.0,CE002
3478195,1,Apto,95.0,CE002
3479182,1,Apto,100.0,CE002
3481128,1,Apto,100.0,CE002
3482808,1,Apto,100.0,CE002
3480211,1,Apto,100.0,CE002
3479009,1,Apto,100.0,CE002
3478927,1,Apto,90.0,CE002
3479459,1,Apto,100.0,CE002
3479287,1,Apto,85.0,CE002
3481247,1,Apto,100.0,CE002
3478962,1,Apto,100.0,CE002
3484096,1,Apto,90.0,CE002
3484587,1,Apto,100.0,CE002
3479002,1,Apto,100.0,CE002
3479164,1,Apto,90.0,CE002
3480123,1,Apto,100.0,CE002
3480184,1,Apto,100.0,CE002
3477873,1,Apto,100.0,CE002
3479131,1,Apto,90.0,CE002
3479445,1,Apto,90.0,CE002
3479202,1,Apto,100.0,CE002
3480201,1,Apto,100.0,CE002
3483814,1,Apto,90.0,CE002
3479511,1,Apto,100.0,CE002
3484397,1,Apto,100.0,CE002
3477848,1,Apto,100.0,CE002
3483833,1,Apto,90.0,CE002
3480579,1,Apto,85.0,CE002
3482847,1,Apto,100.0,CE002
3482577,1,Apto,85.0,CE002
3478962,1,Apto,80.0,CHI0295
3484397,1,Apto,90.0,HME0647
3483834,1,Apto,90.0,HME0647
3483833,1,Apto,90.0,HME0647
3480579,1,Apto,92.0,COP0062
3480579,1,Apto,95.0,COP0066
3488758,1,,0.0,WD016
3485764,0,,0.0,WD016
3481217,1,Apto,100.0,SOPTE17
3479514,1,Apto,100.0,SOPTE17
3481217,1,Apto,100.0,SOPTE18
3479514,1,Apto,100.0,SOPTE18
3479202,1,Apto,63.0,CG65
3480944,1,Apto,100.0,COP02OL
3482847,1,Apto,93.0,COP02OL
3480184,1,Apto,100.0,COP02OL
3478962,1,Apto,100.0,COP02OL
3479164,1,Apto,100.0,COP02OL
3478195,1,Apto,96.0,COP02OL
3480123,1,Apto,100.0,COP02OL
3477873,1,Apto,100.0,COP02OL
3481247,1,Apto,89.0,COP02OL
3484033,1,Apto,85.0,COP02OL
3480579,1,Apto,85.0,COP02OL
3484096,1,Apto,85.0,COP02OL
3484056,1,Apto,100.0,COP02OL
3484067,1,Apto,100.0,COP02OL
3479131,1,Apto,100.0,COP02OL
3479287,1,Apto,100.0,COP02OL
3483156,1,Apto,93.0,COP02OL
3477878,1,Apto,93.0,COP02OL
3480211,1,Apto,93.0,COP02OL
3479261,1,Apto,93.0,COP02OL
3479266,1,Apto,93.0,COP02OL
3484035,1,Apto,93.0,COP02OL
3481104,0,,0.0,COP02OL
3484098,0,,0.0,COP02OL
3485764,1,Apto,95.0,COPF13B0005
3479009,1,Apto,94.0,COPF13B0005
3479445,1,Apto,94.0,COPF13B0005
3479511,1,Apto,94.0,COPF13B0005
3481099,1,Apto,90.0,CG16
3479511,1,,0.0,
3477848,1,Apto,82.0,CAD00416
3484397,1,Apto,91.0,CAD00416
3483833,1,Apto,91.0,CAD00416
3479511,1,Apto,91.0,CAD00416
3483814,1,Apto,82.0,CAD00416
3485764,1,Apto,100.0,CAD00416
3482808,1,Apto,91.0,CAD00416
3482308,1,Apto,82.0,CAD00416
3478195,0,,0.0,CAD00416
3483834,1,Apto,82.0,CAD00416
3479131,1,Apto,91.0,CAD00416
3481128,1,Apto,82.0,CAD00416
3482703,1,Apto,82.0,CAD00416
3479189,1,Apto,82.0,CAD00416
3478962,1,Apto,82.0,CAD00416
3480579,1,Apto,91.0,CAD00416
3479202,1,Apto,91.0,CAD00416
3484067,1,Apto,100.0,CAD00416
3477873,1,Apto,82.0,CAD00416
3480201,1,Apto,82.0,CAD00416
3484033,1,Apto,82.0,CAD00416
3484056,1,Apto,82.0,CAD00416
3479459,1,Apto,82.0,CAD00416
3479009,0,,0.0,CAD00416
3484096,0,,0.0,CAD00416
3479287,0,,0.0,CAD00416
3479445,0,,0.0,CAD00416
3479002,0,,0.0,CAD00416
3482577,1,Apto,82.0,CAD00416
3479514,1,Apto,91.0,CAD00416
3481217,1,Apto,82.0,CAD00416
3485764,0,,0.0,WD017
3479459,1,Apto,100.0,HME4007
3483833,1,Apto,100.0,HME2602
3483834,1,Apto,100.0,HME2602
3483814,1,Apto,100.0,CG15
3479511,1,Apto,80.0,CG15
3480579,1,Apto,80.0,CG15
3488758,1,,0.0,WD015
3485764,0,,0.0,WD015
3484067,1,Apto,90.0,HME2026
3484587,1,Apto,95.0,HME2026
3484033,1,Apto,80.0,HME2026
3484056,1,Apto,80.0,HME2026
3484096,1,Apto,90.0,HME2026
3482577,1,Apto,90.0,HME2026
3479002,1,Apto,100.0,HME2026
3478962,1,Apto,100.0,HME1473
3478962,1,Apto,100.0,HME1477
3478962,1,Apto,100.0,HME1479
3478962,1,Apto,95.0,HME1476
3478962,1,Apto,90.0,HME1478
3478962,1,Apto,93.0,HME1478
3482354,1,Apto,100.0,SAP016
3479459,1,Apto,100.0,SAP016
3479459,1,Apto,100.0,SAP016
3479459,1,Apto,100.0,SAP016
3479164,1,Apto,92.0,PFI1
3479445,1,Apto,90.0,PFI1
3479514,1,Apto,100.0,CG08
3479164,1,Apto,88.0,PFI2
3479459,1,Apto,80.0,PFI2
3482308,1,Apto,100.0,CG09
3481217,1,No apto,70.0,CG09
3480201,1,Apto,85.0,PFI3
3479189,1,Apto,80.0,CG10
3479459,1,Apto,100.0,HME4011
3477878,1,Apto,90.0,HME1176
3484035,1,Apto,90.0,HME1176
3483814,1,Apto,80.0,HME1182
3483814,1,Apto,80.0,HME1185
3484134,1,Apto,80.0,HME1178
3483814,1,Apto,90.0,HME0630
3484035,1,Apto,100.0,HME1032
3484035,1,Apto,90.0,HME1033
3484033,1,Apto,100.0,HME1033
3484035,1,Apto,90.0,HME0098
3477878,1,Apto,100.0,HME0098
3484035,1,Apto,100.0,HME1035
3477878,1,Apto,100.0,HME0628
3484035,1,Apto,90.0,HME0628
3480123,1,Apto,80.0,HME1255
3479131,1,Apto,95.0,HME2128
3480211,0,,0.0,HME2124
3479131,1,Apto,90.0,HME2124
3479131,1,Apto,95.0,HME2129
3480211,1,Apto,90.0,HME2126
3479131,1,Apto,85.0,HME2126
3480211,1,Apto,90.0,HME2127
3479131,1,Apto,90.0,HME2127
3479002,0,,0.0,HME2127
3479002,1,Apto,80.0,HME2117
3481247,1,Apto,90.0,HME2117
3480123,1,Apto,90.0,HME2117
3479164,1,Apto,100.0,HME2117
3479131,1,Apto,90.0,HME2117
3482577,1,Apto,80.0,HME2100
3479002,1,Apto,73.0,HME2100
3480123,1,Apto,87.0,HME2100
3481247,1,Apto,75.0,HME2100
3479445,1,Apto,70.0,HME2100
3479164,1,Apto,78.0,HME2123
3480211,1,Apto,80.0,HME2123
3479131,1,Apto,75.0,HME2123
3479189,1,Apto,90.0,HME0655
3480123,1,Apto,95.0,HME0655
3484067,1,Apto,90.0,
3479131,1,Apto,90.0,
3480201,1,Apto,90.0,
3484397,1,Apto,100.0,
3477848,1,Apto,100.0,
3483814,1,Apto,100.0,
3483833,1,Apto,90.0,
3488758,1,Apto,100.0,
3477873,1,Apto,90.0,
3482703,1,Apto,100.0,
3483834,1,Apto,80.0,
3484587,1,Apto,100.0,
3479002,1,Apto,100.0,
3478927,1,Apto,100.0,
3479511,1,Apto,80.0,
3482847,1,Apto,100.0,
3485764,1,Apto,90.0,
3482308,0,,0.0,
3482577,1,Apto,90.0,
3479131,1,Apto,80.0,COMSF14A0001
3484035,1,Apto,90.0,COMSF14A0001
3488758,1,Apto,100.0,RV01
3485764,1,Apto,100.0,RV01
3482308,1,Apto,100.0,RV01
3483834,1,Apto,100.0,RV01
3479202,1,Apto,100.0,RV01
3478927,1,Apto,100.0,RV01
3481247,1,Apto,100.0,RV01
3483814,1,Apto,100.0,RV01
3484035,1,Apto,100.0,RV01
3482847,1,Apto,100.0,RV01
3480123,1,Apto,100.0,RV01
3479002,1,Apto,100.0,RV01
3480184,1,Apto,100.0,RV01
3479261,1,Apto,100.0,RV01
3479261,1,Apto,100.0,RV01
3484207,1,Apto,100.0,RV01
3484134,1,Apto,100.0,RV01
3478195,1,Apto,86.0,RV01
3484587,1,Apto,86.0,RV01
3481099,1,Apto,100.0,RV01
3482894,1,Apto,100.0,RV01
3477878,1,Apto,100.0,RV01
3479266,1,Apto,100.0,RV01
3484035,1,Apto,100.0,RV01
3481104,1,Apto,86.0,RV01
3481128,1,Apto,100.0,RV01
3479182,1,Apto,100.0,RV01
3484098,1,Apto,100.0,RV01
3479189,1,Apto,100.0,RV01
3483156,1,Apto,100.0,RV01
3482863,1,Apto,100.0,RV01
3479261,1,Apto,100.0,RV01
3480944,1,Apto,100.0,RV01
3482808,1,Apto,100.0,RV01
3480211,1,Apto,100.0,RV01
3482354,1,Apto,100.0,RV01
3478962,1,Apto,100.0,RV01
3482577,1,Apto,100.0,RV01
3479164,1,Apto,100.0,RV01
3479009,1,Apto,100.0,RV01
3479131,1,Apto,100.0,RV01
3484397,1,Apto,100.0,RV01
3482703,1,Apto,100.0,RV01
3483833,1,Apto,100.0,RV01
3479511,1,Apto,100.0,RV01
3477848,1,Apto,86.0,RV01
3480579,0,,0.0,RV01
3480579,1,Apto,100.0,RV01
3479514,1,Apto,100.0,RV01
3481217,1,Apto,100.0,RV01
3484067,1,Apto,100.0,RV01
3484056,1,Apto,100.0,RV01
3480201,1,Apto,100.0,RV01
3479287,1,Apto,100.0,RV01
3484096,1,Apto,86.0,RV01
3479445,1,Apto,86.0,RV01
3484033,1,Apto,100.0,RV01
3477873,1,Apto,100.0,RV01
3479459,1,Apto,100.0,RV01
3482894,1,Apto,95.0,HME2098
3479182,1,Apto,91.0,HME2098
3484056,1,Apto,70.0,HME2098
3484587,1,Apto,91.0,HME2098
3477873,1,Apto,82.0,HME2098
3479002,1,Apto,100.0,HME2098
3484033,1,Apto,85.0,HME2098
3484067,1,Apto,95.0,HME2098
3479002,0,,0.0,HME2098
3479002,0,,0.0,HME2098
3479182,1,Apto,100.0,HME2073
3484587,1,Apto,86.0,HME2073
3483833,1,Apto,86.0,HME2073
3483834,1,Apto,86.0,HME2073
3482894,1,Apto,90.0,HME2073
3484056,1,Apto,100.0,HME2073
3484033,1,Apto,100.0,HME2073
3477873,1,Apto,100.0,HME2073
3479131,1,Apto,90.0,HME2130
3480211,1,Apto,90.0,HME2130
3479164,1,Apto,95.0,HME2130
3480579,1,Apto,80.0,SOP00021
3478962,1,Apto,90.0,SOP00021
3478962,1,Apto,100.0,SOP00031
3480579,1,Apto,100.0,SOP00031
3479202,1,Apto,100.0,SOP00037
3479202,1,Apto,90.0,SOP00035
3480579,1,Apto,90.0,SOP00035
3478195,0,,0.0,FINSA-FLL-012
3479189,1,Apto,100.0,SOPTE07
3479131,1,Apto,100.0,SOPTE07
3481217,1,Apto,100.0,SOPTE15
3479514,1,Apto,100.0,SOPTE15
3483833,1,Apto,89.0,CMB0010
3484397,1,Apto,95.0,CMB0010
3483834,1,Apto,95.0,CMB0010
3477848,1,Apto,84.0,CMB0010
3481217,1,Apto,100.0,SOPTE16
3479514,1,Apto,100.0,SOPTE16
3483834,1,Apto,0.0,CT0213
3484134,1,Apto,0.0,CT0213
3484207,1,,0.0,
3483814,1,,0.0,
3482354,1,,0.0,
3482703,0,,0.0,
3479511,1,,0.0,
3479459,1,,0.0,
3479202,1,,0.0,
3477848,1,Apto,0.0,CG55
3482894,1,Apto,78.0,HME2061
3484096,1,Apto,89.0,HME2061
3484587,1,Apto,76.0,HME2061
3484067,1,Apto,73.0,HME2061
3484033,1,Apto,70.0,HME2061
3484056,1,Apto,73.0,HME2061
3479189,1,Apto,75.0,HME0064
3483833,1,Apto,92.0,HME0064
3480123,1,Apto,72.0,HME0064
3479002,1,Apto,80.0,HME0064
3482308,1,Apto,70.0,HME0064
3482703,1,Apto,93.0,HME0064
3479445,1,Apto,70.0,HME0064
3481247,1,Apto,71.0,HME0064
3481247,1,No apto,0.0,HME0064
3482847,1,Apto,80.0,HME1209
3485764,1,Apto,95.0,HME1201
3484397,1,Apto,78.0,HME1201
3484397,1,Apto,90.0,HME0922
3480123,1,Apto,95.0,HME0922
3478195,1,Apto,90.0,HME0922
3483834,1,Apto,70.0,HME0922
3483833,1,Apto,100.0,HME0922
3480123,1,Apto,85.0,HME1212
3481247,1,No apto,0.0,CME0240
3479009,1,Apto,89.0,CME0240
3479131,1,Apto,93.0,CME0240
3479131,0,,0.0,CME0240
3480123,1,Apto,100.0,HME1335
3485764,1,Apto,90.0,HME0923
3485764,1,No apto,30.0,HME0923
3477848,1,Apto,70.0,HME0923
3484397,1,Apto,90.0,HME0923
3479202,1,Apto,100.0,HME0101
3479202,1,Apto,100.0,HME0116
3478962,1,Apto,85.0,HME0196
3484067,1,Apto,95.0,HME0011
3484587,1,Apto,80.0,HME0011
3484096,1,Apto,85.0,HME0011
3484033,1,Apto,90.0,HME0011
3484056,1,Apto,85.0,HME0011
3477873,1,Apto,90.0,HME0011
3479189,1,Apto,90.0,HME0011
3480123,1,Apto,90.0,HME0111
3480211,0,,0.0,HME2142
3479002,1,Apto,85.0,HME2142
3479131,1,Apto,95.0,HME2142
3480123,1,Apto,90.0,HME0543
3484067,1,Apto,90.0,HME0543
3484056,1,Apto,85.0,HME0543
3484587,1,Apto,80.0,HME0543
3481247,1,Apto,90.0,HME0543
3479445,1,Apto,85.0,HME0543
3484096,1,Apto,90.0,HME0543
3484033,1,Apto,82.0,HME0543
3479002,1,Apto,95.0,HME0543
3482577,1,Apto,100.0,HME0543
